Price,Bedrooms,Bathrooms,SquareFeet,YearBuilt,GarageSpaces,LotSize,ZipCode,CrimeRate,SchoolRating
613025,2,3.4,2412,2016,0,1.0,60601,34.1,3
475553,1,2.1,2203,1954,2,0.76,60601,52.99,2
1067209,5,3.8,4205,1974,2,1.33,94101,36.97,6
419687,1,1.7,1745,1960,2,0.42,30301,52.72,4
531354,2,3.0,2012,2021,2,1.31,75201,88.24,4
886666,4,3.3,3535,2015,1,1.54,94101,67.08,8
947157,5,3.7,3754,1977,1,1.26,94101,49.22,2
638348,2,2.3,2206,2009,3,0.92,60601,26.37,7
1034285,5,2.7,4195,1959,2,1.08,30301,52.84,2
644077,3,3.2,2593,1999,2,0.96,60601,85.72,6
541282,1,1.3,1916,1988,3,0.86,30301,29.84,5
749946,3,2.7,2710,1986,3,1.18,94101,6.11,8
529020,2,3.1,1832,2012,2,0.93,10001,56.31,6
765028,4,3.3,3138,2010,1,1.03,75201,80.75,7
1066902,5,4.5,4198,1987,3,1.17,94101,74.29,6
494682,1,2.8,2122,1982,2,0.98,60601,83.11,8
920220,5,3.2,3515,1994,1,2.01,75201,24.24,2
572159,2,2.6,2219,1993,2,1.06,94101,42.03,7
892179,5,3.5,3665,1950,1,1.45,30301,57.38,5
594594,1,1.5,2274,2002,2,1.07,60601,3.81,9
660619,2,2.1,2604,1996,1,0.65,94101,49.45,9
902692,5,3.2,3334,1982,2,1.82,30301,39.36,8
850648,4,2.2,3262,2016,2,1.12,30301,45.07,8
622613,2,2.6,2539,1964,2,0.74,30301,55.34,4
489056,2,2.5,1796,1963,2,0.8,75201,43.26,8
792475,4,2.4,3184,1972,2,1.27,60601,28.2,2
436271,3,3.1,1619,2003,1,1.37,30301,64.11,5
511167,1,2.7,2141,1957,1,0.31,94101,27.99,4
788947,3,3.0,3030,2003,2,0.92,30301,47.75,5
962335,5,3.3,3873,1985,1,1.56,60601,33.36,5
724110,4,3.5,2902,2001,1,1.47,75201,63.67,5
730141,3,3.2,2854,1955,1,0.59,30301,18.52,7
674534,2,2.8,3011,1977,1,0.66,94101,48.03,1
1026001,5,3.1,4206,1999,2,0.98,60601,56.15,2
895755,5,3.6,3485,1987,2,1.29,30301,55.55,7
657884,3,3.5,2769,1979,1,0.97,75201,71.49,1
808479,3,2.6,3255,2022,2,1.25,10001,66.54,9
637998,4,4.2,2349,2003,1,0.61,94101,59.06,3
496543,1,2.0,1738,2020,2,0.9,30301,10.16,6
824746,3,2.9,3367,1995,1,0.95,30301,61.51,4
735822,3,2.6,3187,1977,2,1.0,10001,74.18,3
630260,2,2.7,2484,1966,1,1.19,60601,34.46,8
692946,5,2.6,2747,1997,1,1.9,10001,73.23,2
440404,1,2.0,1875,1993,2,0.5,60601,68.09,3
501348,2,2.1,2005,2009,0,0.7,30301,35.92,8
815987,4,3.3,3265,2009,3,1.19,10001,39.45,3
747772,4,3.7,2695,1954,2,1.1,30301,30.76,8
603387,3,3.2,2187,2018,1,0.67,10001,71.18,7
499966,3,1.7,1667,2019,2,1.09,30301,36.31,2
890302,4,4.2,3710,1956,1,1.1,30301,36.69,1
632276,3,3.0,2500,2002,2,1.13,30301,45.31,1
508202,1,1.9,1978,1966,3,1.21,75201,27.47,2
693402,3,3.0,2698,2008,1,1.07,10001,59.78,7
797723,5,3.6,2966,1958,2,1.27,75201,44.06,9
568650,3,2.6,2070,1971,1,1.02,30301,71.96,7
448663,2,2.7,1797,1994,2,0.94,94101,67.03,3
388183,1,2.0,1538,2022,1,0.65,60601,82.61,8
652746,2,2.4,2483,2008,1,0.73,10001,18.63,8
542268,2,2.3,1902,1962,3,0.4,10001,24.46,9
1091325,5,2.8,4373,1961,1,1.69,60601,50.06,9
620066,1,2.4,2413,1985,2,0.43,75201,52.35,9
576437,1,2.6,2304,1959,2,1.14,60601,44.22,4
441254,1,2.6,1840,1965,2,0.59,94101,82.82,10
609817,1,2.7,2657,1968,2,0.55,30301,41.99,4
481841,1,2.5,1790,1955,2,0.56,60601,59.35,2
884731,5,3.2,3484,1953,0,1.55,60601,56.73,8
701183,3,3.3,2784,1979,3,0.84,30301,37.89,2
645999,2,1.9,2650,1995,2,0.7,10001,59.3,3
526777,1,1.8,2218,1976,1,0.89,94101,49.92,9
625816,3,2.4,2462,1994,1,0.79,60601,74.77,2
594684,3,3.4,2433,1986,2,1.26,60601,73.27,1
730218,2,3.1,2619,1958,3,1.15,10001,0.0,5
1035201,5,3.7,3857,2010,3,1.7,94101,19.24,7
733153,4,3.7,2903,1984,2,1.37,30301,47.09,4
579008,4,2.8,2306,1996,1,0.76,30301,67.26,4
650932,3,3.1,2596,1970,3,0.74,75201,52.46,3
623738,2,2.5,2611,1966,2,0.49,94101,58.29,6
948137,4,3.6,4002,2004,1,1.19,94101,100.0,8
501898,3,2.8,2101,1955,1,1.11,60601,37.54,2
846009,5,3.3,3286,1984,1,1.14,75201,58.84,6
737724,4,3.5,2905,1999,2,1.25,30301,53.29,8
795580,3,3.3,3377,1986,1,1.31,94101,67.18,1
617309,3,2.6,2682,1962,0,0.8,94101,69.0,4
345318,1,2.3,1446,1974,1,0.45,10001,61.1,1
878129,5,3.0,3779,1950,1,1.85,30301,78.02,4
391706,1,1.1,1697,1998,1,0.42,10001,76.8,9
418964,2,2.7,1687,1984,2,1.0,75201,58.28,6
370526,1,2.6,1453,2002,1,1.07,94101,47.89,6
689274,1,2.4,2767,2001,3,0.35,75201,55.8,5
875393,4,2.2,3292,2003,2,0.97,10001,16.79,3
681753,3,2.7,2753,1996,3,1.03,30301,39.48,2
896486,5,2.4,3375,1992,2,1.52,94101,30.69,9
516128,1,3.0,2046,1969,1,0.51,30301,67.8,9
901942,5,3.0,3640,1982,1,2.09,75201,77.01,7
464473,1,2.9,2046,1965,1,0.86,60601,63.22,2
573700,2,3.1,2357,1956,3,0.66,30301,47.41,4
601185,1,1.8,2334,2019,1,0.29,30301,35.21,8
785317,4,2.6,3111,1970,2,1.28,30301,67.53,10
547582,3,3.1,2211,1985,2,1.23,94101,70.91,6
534558,2,2.2,1993,2003,3,1.45,75201,48.09,5
294001,1,2.4,910,1968,2,0.72,75201,51.2,10
1085177,5,3.3,4513,1974,2,1.43,94101,42.99,2
627783,2,1.7,2731,2016,1,0.61,30301,58.32,1
472141,2,1.5,1884,2002,2,1.01,30301,42.23,1
439876,1,2.4,1759,1997,0,1.01,60601,48.42,1
524933,2,2.3,1981,1991,2,0.36,30301,26.58,6
1032135,5,3.2,4271,1996,2,1.52,10001,55.24,4
426324,2,2.9,1590,1991,0,0.59,30301,85.03,9
988828,5,4.1,3557,1951,3,1.09,60601,56.95,9
468775,1,2.2,1845,1955,1,1.21,10001,70.85,3
779726,3,2.7,3113,1995,2,1.37,60601,65.27,6
584554,2,2.9,2247,2015,2,0.72,60601,47.56,6
518385,3,2.2,1820,1989,2,1.05,75201,49.73,10
892353,5,3.6,3374,2007,0,1.4,94101,39.05,10
404637,2,2.9,1813,1982,1,0.56,60601,69.57,1
838960,4,3.5,3139,2011,2,1.14,30301,59.36,9
819200,3,1.9,3417,1961,2,1.34,75201,70.06,4
395352,2,2.2,1430,1998,1,0.73,10001,52.14,6
691680,3,2.5,2299,1954,1,1.24,94101,14.21,10
605365,2,2.6,2023,2000,1,0.73,75201,35.57,8
435789,1,2.5,1709,2018,3,0.34,60601,70.03,1
773342,3,3.6,3070,1981,1,1.46,75201,46.07,8
733278,4,3.0,3013,1998,1,0.66,30301,71.26,6
811478,4,3.0,3307,2009,2,1.84,30301,78.21,1
865926,5,4.1,3187,1995,1,1.8,30301,68.6,9
615442,2,2.7,2414,2017,3,0.95,94101,67.84,9
811115,3,3.5,3088,1990,0,0.97,75201,0.0,10
802654,5,3.6,3133,2016,0,1.39,75201,45.33,8
746307,3,2.3,3090,1962,2,1.16,60601,49.88,7
520424,2,1.9,2326,1967,1,0.96,10001,67.9,1
882445,4,2.4,3622,2000,1,1.01,30301,52.27,1
486548,1,2.6,1799,1985,1,0.72,10001,20.1,8
828371,4,3.8,3290,1983,1,1.38,10001,20.55,10
919807,5,4.4,3479,1961,2,1.41,30301,40.3,8
375497,1,2.7,1851,1954,0,1.37,30301,100.0,1
953758,5,4.1,3629,1997,3,1.46,60601,55.61,8
586127,2,2.3,2568,1989,2,0.37,94101,60.24,8
375181,1,1.7,1275,1962,1,0.4,30301,20.52,10
1063259,5,3.9,4216,1975,0,1.71,10001,72.07,10
381846,2,2.8,1370,1963,2,0.68,60601,43.65,3
649989,4,3.3,2757,1960,1,1.0,75201,80.09,1
570452,2,2.8,2252,1987,1,1.32,60601,25.14,3
750576,3,3.1,2906,2006,1,1.15,30301,48.12,8
744520,2,3.2,3088,1971,2,0.72,30301,39.77,8
372950,2,3.2,1370,1965,2,0.1,94101,62.7,7
612127,3,3.2,2446,1978,0,1.29,60601,69.6,2
714425,5,3.9,2436,1951,2,1.5,30301,37.41,5
915337,5,3.8,3515,2003,2,1.89,10001,66.1,10
577409,2,2.4,2435,1951,0,0.57,10001,78.38,8
803031,3,3.3,3495,1952,2,0.99,60601,69.62,3
695459,3,2.2,2760,2005,2,1.19,94101,38.53,6
904387,4,3.7,3622,2021,3,1.68,60601,41.52,2
927258,5,2.9,3791,1960,1,1.58,94101,45.75,8
443678,1,2.4,1682,1981,3,0.49,10001,68.94,9
762526,5,3.1,2795,1953,2,1.89,30301,58.58,1
910745,5,3.8,3637,1958,2,1.41,75201,24.84,4
690233,4,3.2,2353,2005,2,1.35,30301,49.68,6
472781,1,1.5,2547,1965,0,0.93,10001,82.71,2
798924,4,3.4,3018,2020,3,1.77,10001,69.72,6
575266,1,2.0,2497,1959,2,0.81,30301,37.98,7
572381,2,3.0,2059,1985,0,1.68,30301,19.28,6
502158,1,2.3,2034,1973,0,0.67,10001,40.02,10
847378,4,3.4,3204,2013,0,1.39,30301,49.93,10
902242,5,3.0,3477,2005,2,1.31,75201,41.77,8
457759,1,2.0,1683,1971,2,0.8,75201,30.37,5
483116,1,2.1,2096,2001,1,0.79,60601,61.72,3
655115,3,3.3,2236,1999,1,1.41,75201,2.2,2
755494,5,4.3,2895,1996,2,1.63,10001,72.43,2
675348,2,2.2,2921,1972,2,0.74,10001,65.1,2
873298,4,3.7,3463,1968,0,1.38,60601,58.54,10
572940,2,1.5,2332,2001,1,0.7,94101,61.92,5
1093009,5,2.9,4332,1983,0,1.66,60601,44.32,10
448343,1,1.8,1766,1978,3,0.53,94101,49.46,4
525740,1,1.6,2561,2010,2,0.28,94101,79.4,2
901339,5,2.7,3587,1984,3,1.16,30301,46.96,5
378237,1,2.5,1387,1954,1,0.35,75201,57.68,7
615915,1,2.2,2824,1956,2,0.54,94101,60.54,5
579763,1,2.5,2395,1990,2,0.45,30301,52.11,8
770198,4,3.5,3039,1951,1,1.29,60601,45.72,6
907096,4,3.3,3463,1959,1,1.18,60601,15.07,9
658663,3,3.2,2498,1993,2,1.25,94101,66.31,10
665316,2,2.6,2714,2019,3,1.01,30301,71.56,5
634900,5,2.9,2304,1984,1,1.4,10001,51.45,8
768326,5,4.0,2990,2011,1,1.87,75201,74.87,6
1042319,5,3.2,3989,2022,2,1.22,94101,57.6,7
749249,3,2.4,2575,1969,3,1.4,10001,10.78,8
843480,4,3.1,3203,1984,2,1.35,75201,28.91,4
554434,3,2.4,2026,1986,1,0.98,10001,40.22,4
1108918,5,3.3,4423,2021,1,1.84,30301,37.8,6
685000,2,2.8,2895,2003,1,1.07,94101,51.49,2
478906,1,2.5,1799,1977,2,0.38,10001,31.64,9
767755,4,2.8,2897,2019,2,1.41,10001,84.07,8
963526,4,3.0,3614,1981,2,1.41,10001,6.95,2
855963,3,3.4,3691,1960,1,1.4,94101,48.38,1
970704,4,3.4,3576,1991,3,1.48,30301,35.01,10
1148730,5,4.5,4585,1972,2,1.7,30301,23.94,4
794830,5,4.1,3038,1979,3,1.37,10001,61.79,4
607865,3,3.5,2290,1958,2,1.04,30301,29.77,2
768665,5,2.8,2905,2008,2,1.42,75201,50.81,5
651981,2,3.0,2520,1977,2,0.42,30301,30.98,3
718897,3,2.9,2787,1982,1,1.49,10001,11.91,3
621653,2,2.3,2224,1996,3,0.56,75201,45.54,10
508138,1,2.4,2304,1971,0,0.78,94101,56.11,3
720282,2,3.1,2916,1978,2,0.8,60601,38.04,4
288720,1,2.6,1137,1983,3,0.63,30301,76.33,5
366907,1,1.9,1601,1991,1,0.9,75201,55.92,4
688185,2,3.0,2710,2001,2,0.67,60601,64.49,9
652186,3,2.6,2466,1996,2,1.24,94101,36.86,4
841207,5,3.6,3100,2000,2,1.64,60601,37.37,7
1017146,5,3.3,4009,1994,2,1.27,94101,43.22,10
331075,1,2.2,1255,1983,2,0.97,10001,42.94,5
494057,1,2.7,1749,1970,2,1.11,10001,40.76,10
733247,3,2.4,2864,1962,1,1.71,94101,27.81,9
784185,4,4.2,2813,2003,1,1.22,60601,65.81,9
686036,2,1.7,2691,1974,1,0.96,30301,20.66,8
416594,1,2.0,1615,1970,2,0.78,60601,62.52,6
1049414,5,3.7,4204,1950,1,1.7,60601,66.59,6
663880,3,3.2,2637,2007,2,1.62,30301,44.26,2
617130,2,2.5,2635,2018,1,1.05,60601,100.0,7
803917,3,2.9,3073,2020,2,1.25,60601,50.18,9
513431,2,2.8,1986,1962,0,0.57,75201,44.15,9
341098,2,2.5,1273,2001,2,1.51,94101,45.06,2
477021,1,3.0,2080,1972,2,0.56,10001,71.72,9
704401,3,3.3,2736,1970,3,0.3,94101,44.69,7
753146,3,3.3,2977,1955,2,0.42,60601,62.7,5
881758,5,3.0,3386,1969,2,1.6,30301,22.96,5
890146,5,3.5,3284,1989,3,1.12,30301,52.93,6
652899,1,2.1,2904,1958,2,0.72,10001,69.74,8
299175,1,1.8,1163,1999,1,0.25,10001,49.18,2
888819,4,3.4,3466,1977,2,1.39,10001,34.87,3
888091,5,3.2,3212,1960,2,1.67,30301,44.3,10
578730,2,2.9,2132,2005,1,0.95,60601,21.51,7
609028,3,2.4,2541,1984,2,0.89,10001,68.25,3
325703,1,3.2,1498,1974,2,0.96,10001,74.41,1
747515,3,2.5,2985,1968,3,0.98,30301,47.46,6
887772,3,3.0,3395,1980,3,1.04,60601,80.26,7
843661,4,3.6,3335,1999,1,1.15,10001,64.82,9
855637,5,3.2,3551,2012,1,1.42,60601,50.37,1
369595,1,2.7,1406,1996,1,1.26,75201,76.9,9
742663,3,2.3,2958,1950,1,1.1,10001,64.26,10
683410,1,3.0,2978,2007,2,0.32,10001,73.77,7
494835,2,2.6,2109,1959,1,0.61,30301,77.84,8
794425,4,2.9,2912,1957,2,1.22,75201,45.22,3
517415,2,2.5,2019,1975,2,0.66,75201,63.78,5
495679,1,2.7,1655,1983,2,0.98,75201,11.36,3
206668,1,2.0,527,1968,1,0.27,94101,26.76,7
946398,5,3.1,3702,2021,1,1.46,30301,60.09,2
604975,3,2.8,2277,1950,1,1.4,30301,57.26,6
565372,3,2.3,1894,1997,1,0.91,10001,31.0,10
651153,2,3.5,2676,1974,3,1.03,30301,42.43,2
679571,4,2.9,2558,1973,2,1.29,10001,57.13,9
669449,3,3.3,2530,1996,1,1.09,10001,49.91,6
1058788,5,3.6,4233,2018,2,1.65,94101,45.43,5
469334,2,2.1,1595,2016,1,0.34,30301,21.8,6
419710,2,2.6,1533,1981,2,1.26,30301,57.01,6
937850,5,3.9,3634,1966,1,0.93,94101,46.21,6
887497,4,3.1,3674,2010,2,1.64,94101,93.46,10
737137,5,4.1,2712,2018,1,1.63,30301,78.1,6
829239,4,3.7,3303,1960,1,1.44,30301,52.69,9
1005065,5,4.0,3790,1987,1,1.98,10001,11.18,7
618494,5,3.3,2470,2017,1,1.86,60601,98.49,1
540456,1,1.8,2299,1968,2,0.94,10001,66.34,10
663161,2,2.3,2738,1966,0,0.81,75201,38.99,9
861914,5,3.6,3344,1962,2,1.39,75201,67.72,6
1052690,5,3.8,4126,1950,2,1.75,60601,65.91,10
816851,3,1.8,3268,1951,2,1.24,94101,36.89,8
620734,2,2.6,2351,2015,2,0.99,75201,31.39,3
620568,3,3.0,2474,2017,1,1.08,94101,64.84,3
465324,2,2.5,1813,1965,2,0.78,94101,71.51,9
677261,3,3.5,2681,1953,3,0.68,10001,56.42,9
954028,5,3.7,3784,2006,2,1.69,94101,55.12,5
859406,5,4.2,3337,2022,2,1.45,60601,77.08,5
232842,1,2.2,801,1972,2,0.63,10001,47.0,3
898720,3,3.4,3334,1951,1,0.56,60601,0.0,7
840264,4,4.0,3195,2016,2,1.33,94101,60.69,7
422089,1,3.0,1710,1975,3,0.29,75201,73.05,3
760520,3,2.4,3128,1956,0,0.97,94101,59.51,8
917855,3,2.8,3462,1993,2,1.34,60601,24.42,6
179526,1,2.1,499,1982,1,0.72,30301,37.17,3
935006,5,3.7,3717,2013,1,1.47,30301,47.21,6
563575,3,3.2,1986,1985,2,0.88,75201,23.55,1
934861,5,3.1,3749,1953,2,1.34,60601,38.47,6
454473,1,2.3,1963,1972,2,1.18,75201,77.9,7
1005577,5,2.5,3817,1974,3,1.73,10001,30.11,4
559576,2,3.3,2050,1976,1,0.76,94101,44.06,4
595577,4,2.9,2163,2000,2,1.27,10001,64.33,3
682830,3,2.9,2474,2018,1,1.17,30301,17.81,5
752409,4,3.0,3303,1972,1,1.43,94101,77.12,1
1001375,5,4.1,4007,1958,1,1.49,10001,37.65,6
581422,3,1.5,2114,1982,2,0.57,30301,28.94,2
964722,5,3.5,4013,1984,2,1.49,10001,77.75,4
492479,2,2.5,1976,1999,2,0.87,94101,67.44,6
534884,1,2.1,2081,1973,2,1.32,10001,29.5,6
679353,3,3.8,2445,1973,0,1.91,94101,42.37,10
595351,2,2.2,2391,1968,2,1.09,10001,55.67,7
653730,2,3.0,2745,1988,1,0.7,75201,43.46,1
502242,3,3.1,2086,2010,1,1.3,10001,75.69,6
841068,5,4.1,3160,1974,2,0.99,10001,67.27,9
681272,2,2.3,2392,1974,2,0.74,75201,0.0,8
1060259,4,2.8,4300,1976,2,0.81,30301,33.47,8
562694,2,3.1,1868,1981,2,1.07,94101,39.2,6
1096468,5,3.7,4520,1960,2,1.14,60601,40.59,4
1062107,5,2.7,4502,2018,2,1.41,30301,58.92,1
726719,4,2.9,3051,1982,0,1.29,94101,72.7,5
533316,2,2.8,2150,1968,0,0.89,10001,37.19,5
858668,5,3.9,3153,1965,0,1.36,30301,27.46,7
646467,3,2.6,2665,1960,1,1.2,10001,43.52,1
399048,1,1.0,1196,2018,1,0.32,30301,6.7,6
492934,1,2.6,1861,2004,3,1.22,30301,63.94,7
582361,1,1.7,2648,1974,2,0.39,60601,47.5,1
486492,2,1.6,1994,1983,2,0.91,75201,41.71,3
792536,4,1.8,2979,1961,1,1.49,30301,54.38,10
769017,5,3.9,2649,1970,1,1.7,10001,31.65,9
768697,3,3.0,2887,1978,1,1.33,60601,43.0,8
757289,3,2.8,2832,2000,2,0.62,30301,36.43,10
631195,2,3.3,2331,1972,1,0.62,75201,12.12,6
502912,1,2.6,1791,1982,2,0.74,10001,49.87,8
505087,2,3.4,2153,1957,2,1.04,60601,100.0,2
857671,4,2.5,3350,1991,2,1.68,94101,50.56,7
773055,4,3.2,3085,2018,0,1.15,75201,34.54,2
929866,5,2.7,3657,1990,2,1.23,94101,51.14,3
934339,5,3.4,3607,2012,2,1.34,94101,28.1,2
909574,4,3.1,3661,1963,2,1.98,60601,38.06,5
944696,4,3.5,3438,2011,1,1.75,60601,41.48,10
814136,4,3.2,3196,1995,1,1.25,60601,38.9,5
736319,2,2.9,3059,2016,1,1.29,94101,44.12,6
872792,4,3.6,3310,2002,3,1.13,10001,63.82,6
866154,3,4.0,3352,2001,1,1.39,60601,41.87,7
546947,1,2.1,2203,1956,3,0.29,75201,44.08,8
630208,4,2.7,2179,2003,1,1.41,60601,11.65,4
658531,1,2.4,2552,1960,1,1.01,60601,23.55,9
582668,2,2.2,2367,1974,2,0.8,60601,51.63,3
462537,1,3.0,1874,2008,0,0.88,94101,72.84,5
620811,2,2.5,2440,2015,3,0.73,10001,46.23,3
653593,3,2.6,2527,1976,2,1.19,60601,48.52,2
630968,2,2.4,2413,2007,2,0.76,94101,21.62,5
551166,2,3.0,2004,1960,2,1.15,75201,33.59,9
1054606,5,3.4,4137,2004,2,1.12,10001,54.77,6
763735,4,2.9,3043,1968,3,1.0,94101,74.05,4
783355,4,4.0,2908,1988,1,1.69,30301,54.02,7
647211,3,2.5,2237,2019,2,0.36,75201,47.38,10
696062,3,2.9,2834,1960,2,0.91,75201,55.17,5
867440,4,3.5,3193,1963,3,1.26,30301,29.78,7
986783,5,2.7,3694,2009,2,1.61,94101,31.37,2
692740,4,3.4,2586,1985,3,1.16,94101,45.38,2
753128,5,3.0,2699,1990,2,1.16,75201,26.9,9
743091,3,3.3,3012,1951,1,1.47,94101,64.0,4
555062,1,1.8,2642,2006,2,1.02,30301,68.78,1
599946,3,3.2,2186,2009,2,0.99,94101,44.55,9
820106,3,3.5,3494,1969,2,0.56,75201,65.11,1
552049,2,3.0,2441,1971,0,0.99,94101,79.75,2
595480,2,2.7,2296,1953,2,0.95,10001,58.06,9
552722,2,2.5,2101,2005,1,0.7,30301,67.94,3
425370,2,2.3,1607,2007,2,0.31,30301,48.48,1
970162,5,4.2,3993,2014,1,1.42,60601,68.01,3
730209,4,2.9,2712,2007,2,1.53,94101,47.5,9
372626,1,1.8,1510,1979,1,0.98,30301,36.06,2
744482,3,3.2,3195,1968,1,1.09,94101,63.87,5
708916,5,3.1,2558,2011,3,1.31,10001,54.4,1
330376,1,1.8,1138,2017,1,0.92,75201,65.6,10
875739,5,2.8,3490,1993,0,1.16,75201,35.18,1
933318,5,3.3,3646,2010,0,1.09,60601,56.35,7
755851,3,2.9,2942,1970,2,1.07,60601,68.84,10
772261,4,3.3,2949,1959,2,1.76,30301,41.08,10
807894,2,3.1,3565,1979,1,1.38,30301,66.02,3
718685,4,3.5,2986,1973,2,0.9,30301,81.46,1
667694,3,2.8,2584,1997,0,0.97,10001,38.22,1
640878,3,2.8,2301,2004,2,1.83,60601,55.31,5
656923,3,3.2,2761,2001,2,0.89,60601,85.09,3
566677,1,2.9,2207,1987,3,1.19,75201,21.29,4
938549,4,3.3,3701,2016,3,1.59,60601,58.09,6
595313,4,3.0,2355,1957,1,1.66,60601,63.86,2
867720,5,3.0,3377,1978,1,1.37,10001,50.41,7
912525,5,2.8,3723,1959,2,1.38,30301,94.75,5
973715,5,3.8,3793,2018,1,1.23,10001,59.82,8
652767,3,3.2,2703,2017,1,1.34,94101,76.9,4
832442,4,3.5,3371,1998,1,0.81,75201,66.67,8
538763,3,2.8,2295,2007,1,1.05,75201,79.89,4
656590,1,3.0,2678,1984,2,1.19,75201,53.52,5
1016869,5,3.3,3996,1999,1,1.68,30301,23.9,3
540712,3,3.4,2027,1989,0,1.4,30301,60.93,4
628984,3,2.9,2162,1961,2,0.61,30301,16.28,9
328588,1,2.0,1376,1965,0,0.4,75201,43.32,5
677674,2,2.9,2638,1997,3,1.26,75201,40.67,4
679707,4,3.4,2457,1950,1,1.34,75201,42.24,4
544827,2,2.8,2134,2014,2,0.59,94101,75.28,7
956585,5,3.5,3727,1971,1,1.69,94101,49.49,2
618612,3,2.9,2666,1964,0,0.94,75201,91.12,4
553620,1,3.5,2029,2016,1,1.46,30301,48.71,3
470443,1,2.9,1367,1963,2,0.88,30301,7.25,7
858780,4,3.6,3397,2022,2,1.02,94101,38.16,4
507658,2,2.7,1993,1968,2,1.16,94101,67.01,8
773454,4,3.7,2937,1989,0,1.78,75201,23.05,5
696461,3,3.2,2818,1953,1,1.1,75201,42.88,9
809385,4,3.2,3151,1982,1,1.07,30301,66.33,9
474625,1,2.1,1911,1992,1,0.71,60601,43.69,3
427179,1,2.3,1524,1986,1,0.52,30301,38.9,9
810935,5,1.9,3350,2015,3,1.42,30301,75.09,4
958316,5,3.6,3501,1976,2,1.08,75201,45.46,9
520883,3,2.7,2012,1994,2,1.36,60601,29.15,2
508327,2,3.4,2068,1999,2,0.56,60601,66.67,5
843162,4,3.2,3293,2012,2,1.48,75201,72.74,6
529700,3,2.3,2061,1955,1,1.01,10001,53.61,3
1011852,5,3.5,4078,2016,2,1.57,75201,38.41,2
922836,4,2.7,3734,2016,2,1.16,94101,32.25,1
799875,5,3.7,2877,2008,1,1.56,60601,38.93,7
966189,4,3.3,3778,1962,1,1.43,75201,24.79,4
585160,2,3.1,2228,1970,3,0.79,30301,40.15,8
740636,3,2.5,2909,2013,2,0.58,30301,60.99,8
760114,4,3.2,2851,1986,1,1.4,30301,64.73,8
529059,1,1.6,2361,1997,2,0.82,75201,50.54,2
509097,1,2.7,2103,2005,1,0.27,10001,57.65,5
728612,4,3.5,2692,1993,1,1.01,94101,45.3,8
675319,4,3.4,2517,1962,1,1.2,30301,35.39,10
628020,4,3.2,2369,1953,1,0.61,75201,43.15,2
478700,1,2.5,1993,2022,2,0.91,10001,72.49,2
602805,1,3.1,2186,1982,2,0.55,60601,4.47,1
890193,4,3.1,3425,1986,2,1.39,60601,27.08,6
903808,5,3.6,3441,2002,1,1.18,94101,40.53,5
812026,5,3.0,2921,1973,2,2.11,75201,27.78,1
494385,2,2.2,1958,2000,1,0.47,75201,58.76,8
820246,3,2.9,3276,1990,1,0.95,30301,19.33,8
852876,5,4.1,3257,1978,3,1.86,10001,74.07,5
431582,1,2.2,1971,2008,1,0.36,94101,89.13,3
793151,5,3.4,2962,1989,1,1.53,10001,54.98,8
604050,2,2.4,2468,2000,1,1.09,94101,37.62,3
484676,2,2.3,2071,1999,1,0.45,75201,68.54,4
832079,3,3.0,3223,1985,2,0.9,75201,44.34,7
1013481,5,2.8,3886,2009,3,1.56,94101,32.91,7
473760,1,2.9,1652,1967,2,0.84,10001,51.05,4
487769,1,2.0,1836,1969,2,0.45,60601,18.46,9
804590,4,3.6,2824,1954,2,1.85,60601,35.2,6
359719,1,1.7,1190,1967,2,0.84,30301,34.68,8
603585,3,3.2,2271,1989,0,1.33,30301,48.11,7
724938,3,3.2,2799,1950,3,1.32,10001,18.21,4
489173,1,2.5,2062,1968,1,0.23,75201,31.47,2
514656,1,1.8,1974,1975,3,0.67,10001,39.73,2
699680,4,3.3,2949,1978,0,1.3,94101,59.48,8
547316,1,1.7,2366,2008,2,0.62,60601,50.05,8
723407,4,3.1,3131,2012,2,1.36,30301,82.7,1
909864,4,3.7,3451,2011,3,0.67,10001,31.91,1
299240,1,2.7,1013,1997,2,0.74,10001,67.66,4
138162,2,2.6,400,2011,1,0.81,94101,67.65,1
611432,2,2.1,2441,1967,2,0.27,75201,53.61,10
634730,4,3.5,2387,2015,1,1.43,75201,52.83,1
483854,1,2.3,1793,1976,1,0.35,60601,55.28,10
518500,2,1.4,2148,1955,1,0.79,30301,31.21,5
604997,1,2.7,2693,2019,1,0.62,75201,69.21,1
537584,1,2.3,2099,2008,2,0.15,75201,51.5,10
532870,1,2.9,1982,1955,3,0.18,75201,25.95,6
944215,5,3.0,3918,1980,3,1.66,10001,73.82,4
511056,1,1.0,2084,2005,0,0.52,75201,47.83,10
825724,5,3.6,3271,2003,0,1.38,94101,51.06,5
970492,4,3.3,3635,1990,1,1.32,60601,0.0,9
462742,2,1.8,1745,1967,1,0.37,75201,48.35,2
572560,2,2.1,2461,1972,0,0.78,30301,75.38,3
470037,2,4.0,1526,1985,1,0.87,10001,37.45,3
655180,2,2.4,2401,1974,2,1.43,94101,24.24,9
606968,2,3.0,2396,1956,2,0.62,60601,59.12,3
771875,2,2.3,3138,1969,2,1.14,10001,15.14,10
349910,2,1.6,1517,1954,1,0.9,94101,62.02,5
719231,4,3.1,2799,1967,2,0.96,10001,45.93,6
543557,1,2.2,2311,1982,2,0.51,60601,51.63,6
